Text	Season	Episode
We're going to the Oyster Bar.	2	3
Yeah. I'm not hungry.	2	3
Hello.	2	3
Good. You are home.	2	3
Never got any better.	2	3
I almost threw up waiting for our elevator	2	3
and then just came back and got undressed.	2	3
Sorry.	2	3
But aren't you sweet to call and check up on me.	2	3
Harry?	2	3
Harry?	2	3
What's wrong?	2	3
You told me you wanted me to tell me if I was upset.	2	3
What did I do?	2	3
Oh, no, honey.	2	3
No, it's nothing.	2	3
You do sound upset.	2	3
Something is wrong.	2	3
Harry, do I want to hear this?	2	3
Would you stop? Let me talk?	2	3
Okay. Were you fired?	2	3
I accidentally opened Ken Cosgrove's paycheck.	2	3
So?	2	3
What's he gonna care?	2	3
Tampering with the U.S. Mail?	2	3
He makes 300 a week.	2	3
What? That mannequin makes $300 a week?	2	3
He's not married.	2	3
We have one on the way.	2	3
I hate this place.	2	3
I should quit.	2	3
That's your response?	2	3
The hours you work?	2	3
Forget about Kenny.	2	3
If they have that much money to spend, they should spend it on you.	2	3
You're making that place.	2	3
I don't know about that.	2	3
What are you worth?	2	3
You go in there and ask for it.	2	3
Demand it.	2	3
Be polite, but think about what you're worth to them.	2	3
No. No, I can't do that.	2	3
I didn't know this was about you feeling sorry for yourself.	2	3
I'm hanging up.	2	3
Do you know where I can get a number 10 envelope	2	3
with a windowpane and a green stripe on the side?	2	3
No.	2	3
I need to lay down.	2	3
Yeah. Right.	2	3
Well, feel better.	2	3
Do you have a number 10 envelope with a windowpane?	2	3
No. Why?	2	3
Can you make one?	2	3
No. Why?	2	3
Can you fix this one?	2	3
Make it so it can look unopened?	2	3
You need a fake passport, too?	2	3
I got Ken Cosgrove's paycheck by mistake.	2	3
I opened it.	2	3
How did that happen?	2	3
A mistake.	2	3
Well, just throw it away.	2	3
He'll ask for it by the end of the day,	2	3
and they'll cut him a new one.	2	3
Don't throw it away here, though.	2	3
People go through the trash.	2	3
Of course.	2	3
Are you upset about getting caught?	2	3
Or are you upset about what you saw?	2	3
I don't know if this would mean much to you.	2	3
It's 300 a week before taxes.	2	3
We're married.	2	3
I have a baby due in August.	2	3
You know what Jennifer said?	2	3
She thinks that I should just go in and demand a raise.	2	3
You told your wife about this?	2	3
I know. I do that. I keep doing it.	2	3
- I didn't know what to do. - There's nothing you can do.	2	3
That's why you don't tell your wife.	2	3
Wish you hadn't told me.	2	3
I think she's right.	2	3
But isn't Media a meritocracy?	2	3
You think that?	2	3
What's that supposed to mean, anyway?	2	3
I have plenty of merit.	2	3
Merit defined within reason.	2	3
As in this place can't run without you?	2	3
Well, how the hell do I do that?	2	3
Then you're worth every penny they're paying you.	2	3
Thanks, Sal.	2	3
Mr. Draper, Mr. Sterling and Ben Cosgrove are here to see you.	2	3
Ken.	2	3
Bad news.	2	3
So bad I don't feel like telling you. Cosgrove.	2	3
We were shooting Jimmy Barrett for Utz, and...	2	3
Don't pussyfoot around. Just tell him.	2	3
I'm trying to tell him.	2	3
- Give me a cigarette. - Yes, sir.	2	3
Why don't you get your own?	2	3
We have a whole storeroom full of Luckys.	2	3
Because I don't smoke.	2	3
Mr. And Mrs. Schilling made a surprise visit to the set,	2	3
and they got the full Jimmy Barrett treatment.	2	3
Mr. Rumsen's coming in.	2	3
I don't care that you drink, Freddie,	2	3
- but it's interfering with your job. - Whoa.	2	3
Only an idiot would put Jimmy Barrett in a room with her.	2	3
No visits.	2	3
How bad was it?	2	3
He called her the Hindenburg.	2	3
And he said something about the whale in Pinocchio.	2	3
Did you laugh in front of the Schillings?	2	3
Of course not. I was mortified.	2	3
You know, my mother's heavyset.	2	3
I stopped it right away.	2	3
So what we're dealing with here is you failed to control Jimmy Barrett,	2	3
and you failed to control Mr. And Mrs. Utz,	2	3
so maybe both of you aren't suited for these tasks.	2	3
- Mr. Phillips is here. - Perfect.	2	3
Utz is gonna lose Jimmy, and we're going to lose Utz.	2	3
Oh, God. I miss the '50s.	2	3
Has anyone tried to save this yet besides Leopold and Loeb over here?	2	3
Can't get the Schillings on the phone.	2	3
Someone needs to talk to Jimmy.	2	3
Well, I'm sure he'll feel real bad about it tonight and give her a call.	2	3
Don, can you work him over?	2	3
Jimmy Barrett is a known quantity.	2	3
Don's going to fix it.	2	3
He knows what that nut means to Utz and what Utz means to us.	2	3
Fix what, exactly?	2	3
Fix this mess that was made because Freddie got him drunk.	2	3
Come on. Cosgrove should have told me they were here.	2	3
I would have never let her near that set.	2	3
I did. I told Lois.	2	3
I took them by here, but you were out.	2	3
I'm going to talk to the Schillings,	2	3
then I'm going to explain the facts of life to Jimmy.	2	3
That'll work.	2	3
A guy like that must know how to make a charming apology,	2	3
or he'd be dead.	2	3
Where were you?	2	3
At the printer's.	2	3
You should tell your girl that.	2	3
Lois.	2	3
Close the door.	2	3
Sit down.	2	3
No. Stand.	2	3
I'd like to find a way not to be cruel,	2	3
but I don't think it'd be serving either one of us.	2	3
Are you firing me?	2	3
Oh, no.	2	3
It's nice to see that you care about something.	2	3
Are you trying to think of what you can possibly say	2	3
to make up for what's happened here?	2	3
What happened?	2	3
I think you're not suited for this job.	2	3
What did I do?	2	3
In addition to being incompetent,	2	3
you threatened my reputation, and not just today.	2	3
Mr. Draper, I try to cover for you all the time.	2	3
You do not cover for me.	2	3
You manage people's expectations.	2	3
Can you be more specific?	2	3
You really want that?	2	3
No, I guess not.	2	3
You're not suited for this job.	2	3
It's not an insult. It's just the way it is.	2	3
Stick to the switchboard.	2	3
Please tell Miss Holloway on your way out.	2	3
Yes, Mr. Draper.	2	3
Is there something due tomorrow I don't know about?	2	3
No.	2	3
Already finding ways not to go home, are we?	2	3
Edgar Fladen, CBS, please.	2	3
- Hello. - Flatty.	2	3
Harry Crane. How are you?	2	3
Still at work, same as you.	2	3
How you like it over there?	2	3
Did Sterling Coo lose some of its drunken luster?	2	3
I don't know.	2	3
I was thinking maybe I have to move out to move up.	2	3
Well, forget about here. They're picking us off.	2	3
I'm one gone paleface.	2	3
Well, thought I'd ask.	2	3
Keep your ear to the ground for me, will you?	2	3
- It doesn't have to be there. - Hey, how about some concern?	2	3
I just lost Lever Brothers and Kimberly Clark	2	3
from one of my biggest shows.	2	3
We're lousy with sponsors over here. What do you need?	2	3
Don't get excited.	2	3
Sponsors drop out for a reason.	2	3
Not always.	2	3
Okay. Try this on.	2	3
The Defenders. Top 20 show.	2	3
E.G. Marshall, Bob Reed.	2	3
Lawyers, but, you know, they really care.	2	3
So the writers turn in this script about a cannibal.	2	3
A cannibal lawyer?	2	3
The director eats up all this time refusing to do it,	2	3
like his r?sum? isn't filled with crap,	2	3
and surprise, the writers have only one other script ready...	2	3
something we threw away last year	2	3
"because they used the word ""abortion"" 30 times in 51 minutes."	2	3
Why?	2	3
Because they show one, opening scene.	2	3
Exactly.	2	3
The whole thing was a ploy to get us to shoot it.	2	3
They think they're so clever.	2	3
I tell you, I miss the blacklist.	2	3
Send it over. I want to see it.	2	3
I'm sure.	2	3
It's going on the air, sponsor or no.	2	3
I'll watch it with you in the bar where I'll be working.	2	3
Send it over. Let me see what I can do.	2	3
All right.	2	3
Miss Holloway, good morning.	2	3
I will be taking care of you while we search for a suitable candidate.	2	3
I am really sorry about that.	2	3
Did she leave everything in a condition you can follow?	2	3
Perhaps if you were involved in the selection.	2	3
What can I tell?	2	3
I'll just continue looking for another Miss Olson.	2	3
No. I want someone who'll be happy with that job.	2	3
Well, for the time being, that's me.	2	3
How about a cup of coffee?	2	3
I think I remember how you take it.	2	3
Sure.	2	3
Is Jimmy Barrett shooting today?	2	3
Yes. At EUE.	2	3
What time do they start?	2	3
They were supposed to start this morning,	2	3
but Mr. Barrett's been showing up around 4.	2	3
Wake me at 3:30.	2	3
We'll start with your correspondence.	2	3
Did you go to that office	2	3
for the purpose of obtaining an illegal operation?	2	3
Yes.	2	3
Were you pregnant?	2	3
Yes.	2	3
Then you went to Dr. Montgomery for an abortion.	2	3
Yes.	2	3
Was the abortion performed?	2	3
Just a moment.	2	3
Mr. Preston, aren't you going to object?	2	3
The witness is not a qualified medical expert.	2	3
The defense is willing to concede	2	3
that an operation was performed on Miss Stafford,	2	3
which resulted in the termination of a pregnancy.	2	3
Very well. You may proceed.	2	3
Come here a lot, do you?	2	3
Not if everything's running smoothly.	2	3
So buy me a drink.	2	3
I think there's been plenty of drinking here.	2	3
Jimmy around?	2	3
He left early. Rehearsal at the Copa.	2	3
Forgot this.	2	3
Isn't that our tuxedo?	2	3
He likes it better.	2	3
Great. So let's go talk to him.	2	3
There's no reason for that.	2	3
Talk to his manager.	2	3
How can I help you?	2	3
I'm sorry.	2	3
In the pitch, you were introduced as his wife.	2	3
Would you prefer I pretend to be his sister, like I did in the old days?	2	3
Wife, manager, someone should have kept a lid on him yesterday.	2	3
I've seen the man sober. He's not funny.	2	3
- Mrs. Barrett... - Bobbie.	2	3
He can come in here with vomit in his pockets for all I care,	2	3
but these people are his benefactors.	2	3
Like the Medicis of Florence,	2	3
they're patrons of his art.	2	3
Mr. And Mrs. Utz.	2	3
I want you to imagine something that Jimmy obviously can't.	2	3
The Schillings were very excited to see their favorite comedian.	2	3
Then they know that being picked on by Jimmy Barrett is a compliment.	2	3
No one was laughing.	2	3
That's not what I heard.	2	3
I'll tell you what.	2	3
They're in the big city for the weekend.	2	3
Why don't they just go out and buy a thicker skin?	2	3
You are aware that all of this can go away.	2	3
No more free tuxedos?	2	3
We have a contract.	2	3
Tell Jimmy I need to talk to him.	2	3
You?	2	3
Jimmy doesn't have a lot of patience for business	2	3
or for businessmen.	2	3
In fact, I'm pretty sure he already hates you.	2	3
Really?	2	3
Some glib ad man in that suit,	2	3
cigarette perfectly in hand, not a hair out of place,	2	3
here to tell him he's been a bad boy?	2	3
Well, he has been.	2	3
So what do you suggest I do?	2	3
Well...	2	3
he has to know that you're a fan	2	3
and that he knows more than you	2	3
and that he's got a shot with your wife.	2	3
Girlfriend? Both?	2	3
Wife.	2	3
So who's gonna have a talk with him, you or me?	2	3
Neither of us.	2	3
I have to go.	2	3
Let me drive you over.	2	3
Give up, will you?	2	3
It's raining.	2	3
What's that?	2	3
Hail.	2	3
I don't want to do this.	2	3
Doesn't feel that way.	2	3
Hi, Daddy.	2	3
Hi, Daddy.	2	3
Hey, you.	2	3
How was work?	2	3
Fine.	2	3
Can I ask Daddy?	2	3
What do you want?	2	3
I'm fine.	2	3
You can ask him, but he's not gonna disagree with me.	2	3
Ask me what?	2	3
Can we go riding with Mommy on Saturday?	2	3
No.	2	3
There are just gonna be mommies there.	2	3
I'll need you to watch them.	2	3
- It's a couple of hours. - Okay.	2	3
But she promised.	2	3
"""She""?"	2	3
Not this Saturday. It didn't work out.	2	3
You can ride me around the den.	2	3
I picked up your watch. Good as new.	2	3
Open it.	2	3
I got it monogrammed.	2	3
Wow, Bets.	2	3
Thank you.	2	3
What are you doing?	2	3
I think she's out of gas.	2	3
Thought I'd fill her up.	2	3
They feed them in the barn.	2	3
You're ruining that horse for whoever has her next.	2	3
I want it on record.	2	3
She was ruined when I got to her.	2	3
Just pull up on the reins. Straighten her out.	2	3
You can't let her do that.	2	3
You don't for a minute think you might be hurting her?	2	3
She needs to be told what to do. Don't be afraid.	2	3
I'm not afraid, but I am curious why I'm riding Nehi	2	3
and you've got Copenhagen.	2	3
Some horses have better names.	2	3
Where's your girl friend, Mrs. Carson?	2	3
Her daughter has a ballet recital.	2	3
I'm really not afraid, you know?	2	3
I've just always been more comfortable with animals	2	3
when they were on the other end of my rifle.	2	3
That's a terrible attitude.	2	3
It is, and I've tried to explain it to Tara, but she won't listen.	2	3
All the men in her family ride like this.	2	3
They also don't work, so maybe I'm wrong about it.	2	3
I should go warm him up.	2	3
Tally-ho.	2	3
I'll be right back.	2	3
Hello.	2	3
Hello. It's Don Draper.	2	3
Can you talk?	2	3
I'm glad you called.	2	3
How are you?	2	3
Weren't you afraid you'd get Jimmy?	2	3
No. I wanted to invite you both to dinner.	2	3
Monday night.	2	3
A command performance.	2	3
I was thinking Lut?ce.	2	3
It will be formal. Can you get him there?	2	3
I told you. He does whatever I say.	2	3
Keep it small.	2	3
My wife, the Schillings, you.	2	3
Okay. If that's what you want.	2	3
What do you want?	2	3
So...	2	3
it's that kind of phone call, is it?	2	3
Where are you?	2	3
In my home.	2	3
With my children.	2	3
Really?	2	3
I like being bad and then going home and being good.	2	3
I'll see you Monday.	2	3
Have a wonderful weekend.	2	3
Did you have a nice ride?	2	3
Don't smoke in here. They hate it.	2	3
I don't know.	2	3
Place burns down, I could give this up.	2	3
I assume you're trying to be funny, but most of the people who ride...	2	3
Hold on.	2	3
Mrs. Draper, I'm so sorry. That's not what I meant.	2	3
Just because you don't know what you're doing	2	3
doesn't mean the rest of us are silly.	2	3
I apologize.	2	3
Girls and their horses.	2	3
I can't figure you out.	2	3
Why would you want to do that?	2	3
When Tara came to visit, I could tell she was jealous.	2	3
Of your two old lady friends.	2	3
She certainly seems like a girl who has everything.	2	3
She does.	2	3
When she was at Wellesley,	2	3
she came for a couple of weekends to New Haven.	2	3
I remember those.	2	3
So exciting.	2	3
We got into a kind of pattern where there'd be a warm reunion,	2	3
a football game, and some kind of obscure argument.	2	3
You know, I would soothe and she would pout.	2	3
You know, Mr. Case, having been married for some time,	2	3
I can tell you your fianc?e would be very unhappy	2	3
with you sharing this with a stranger.	2	3
Arthur.	2	3
I don't know why I brought that up.	2	3
I guess I just remembered going home with her that first time.	2	3
Pulling off the Merritt Parkway and hitting this long, private road.	2	3
You know that Scott Fitzgerald story, A Diamond as Big as the Ritz?	2	3
